fact_unit,2012-12-10,2013-03-04,2013-03-05,2013-06-04,2013-09-25,2013-12-05,2014-02-24,2014-06-03,2014-09-18,2014-11-25,2015-03-03,2015-05-28,2015-09-17,2015-11-24,2016-02-26,2016-05-27,2016-09-08,2016-11-22,2017-03-01,2017-06-01,2017-09-07,2017-11-21,2018-02-27,2018-06-05,2018-09-13,2018-11-30,2019-02-27,2019-05-30,2019-09-09,2019-11-26,2020-02-25,2020-05-22,2020-09-04,2020-11-19,2021-02-23,2021-05-21,2021-09-03,2021-11-19,2022-02-23,2022-05-20,2022-09-06,2022-11-18,2023-02-22,2023-05-24,2023-09-01,2023-11-17,2024-02-21,2024-05-21,2024-09-06,2024-11-21,2025-02-14,2025-05-21,2025-08-29,2025-11-20
Assets / USD,407804000.0,407804000.0,407804000.0,407804000.0,407804000.0,585606000.0,585606000.0,585606000.0,585606000.0,1478466000.0,1478466000.0,1478466000.0,1478466000.0,1965200000.0,1965200000.0,1965200000.0,1965200000.0,2858200000.0,2858200000.0,2858200000.0,2858200000.0,3438300000.0,3438300000.0,3438300000.0,3438300000.0,5948900000.0,5948900000.0,5948900000.0,5948900000.0,6592200000.0,6592200000.0,6592200000.0,6592200000.0,9065400000.0,9065400000.0,9065400000.0,9065400000.0,10241600000.0,10241600000.0,10241600000.0,10241600000.0,12253600000.0,12253600000.0,12253600000.0,12253600000.0,14501100000.0,14501100000.0,14501100000.0,14501100000.0,19990900000.0,19990900000.0,19990900000.0,19990900000.0,23576000000.0
AssetsCurrent / USD,381657000.0,381657000.0,381657000.0,381657000.0,381657000.0,529699000.0,529699000.0,529699000.0,529699000.0,958326000.0,958326000.0,958326000.0,958326000.0,1074000000.0,1074000000.0,1074000000.0,1074000000.0,1774000000.0,1774000000.0,1774000000.0,1774000000.0,1976300000.0,1976300000.0,1976300000.0,1976300000.0,4138500000.0,4138500000.0,4138500000.0,4138500000.0,3664800000.0,3664800000.0,3664800000.0,3664800000.0,5129200000.0,5129200000.0,5129200000.0,5129200000.0,4647300000.0,4647300000.0,4647300000.0,4647300000.0,6414900000.0,6414900000.0,6414900000.0,6414900000.0,6048000000.0,6048000000.0,6048000000.0,6048000000.0,6849700000.0,6849700000.0,6849700000.0,6849700000.0,7523000000.0
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4300000.0,,,,52300000.0,,,,205100000.0,218200000.0,207000000.0,265300000.0,295500000.0,290000000.0
AvailableForSaleSecuritiesDebtMaturitiesNextRollingTwelveMonthsAmortizedCostBasis / USD,,,,,,,,,,,,,,,,,,,,,,,,,,1640900000.0,2023200000.0,2116000000.0,1926700000.0,1618400000.0,1676700000.0,551000000.0,1129900000.0,1631700000.0,1544200000.0,1340500000.0,1293300000.0,1434500000.0,1429200000.0,1536200000.0,1789400000.0,2438800000.0,2217600000.0,2414200000.0,1414800000.0,1742400000.0,1873700000.0,1524400000.0,1513300000.0,1445900000.0,1305400000.0,1491600000.0,797300000.0,2226000000.0
AvailableForSaleSecuritiesDebtMaturitiesNextRollingTwelveMonthsFairValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,1637200000.0,2021000000.0,2115200000.0,1927400000.0,1621000000.0,1678900000.0,554100000.0,1131800000.0,1633200000.0,1545600000.0,1341500000.0,1294600000.0,1435100000.0,1426300000.0,1526500000.0,1775000000.0,2422700000.0,2206800000.0,2405200000.0,1406100000.0,1732900000.0,1869700000.0,1519200000.0,1511000000.0,1445900000.0,1306700000.0,1492500000.0,798500000.0,2229000000.0
AvailableForSaleSecuritiesDebtMaturitiesRollingAfterYearTenAmortizedCostBasis / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000000.0,21000000.0,55600000.0,93100000.0,114300000.0,102400000.0,109000000.0,113900000.0,156100000.0,183200000.0,180000000.0
AvailableForSaleSecuritiesDebtMaturitiesRollingAfterYearTenFairValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8100000.0,20800000.0,54800000.0,94900000.0,113400000.0,104100000.0,110200000.0,115100000.0,158800000.0,185700000.0,183000000.0
AvailableForSaleSecuritiesDebtMaturitiesRollingYearSixThroughTenAmortizedCostBasis / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4300000.0,4300000.0,21100000.0,45400000.0,36700000.0,52500000.0,61300000.0,138800000.0,158500000.0,203500000.0,217700000.0,206100000.0,262600000.0,293200000.0,286000000.0
BusinessCombinationConsiderationTransferredEquityInterestsIssuedAndIssuable / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,229500000.0,,,,11000000.0,,,,365400000.0,,,,2500000.0,0.0,27400000.0,27400000.0,300000.0,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1 / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,6000000.0
CapitalizedContractCostAmortization / USD,,,,,,,,,,,,,,,,,,,,,,,,,,28100000.0,57300000.0,101900000.0,107400000.0,43600000.0,90400000.0,147600000.0,149800000.0,55600000.0,110900000.0,171400000.0,223800000.0,65800000.0,134400000.0,208300000.0,254400000.0,85900000.0,172000000.0,261100000.0,298000000.0,97000000.0,196000000.0,297400000.0,362100000.0,105500000.0,214400000.0,324700000.0,413400000.0,110000000.0
CapitalizedContractCostNetCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206000000.0,,,,276500000.0,,,,317700000.0,,,,339200000.0,369000000.0,369000000.0,369000000.0,369000000.0,419000000.0
CapitalizedContractCostNetNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422300000.0,,,,494600000.0,,,,550100000.0,,,,547100000.0,562000000.0,562000000.0,562000000.0,562000000.0,586000000.0
CashAndCashEquivalentsAtCarryingValue / USD,40517000.0,40517000.0,40517000.0,40517000.0,18835000.0,322642000.0,322642000.0,322642000.0,40517000.0,310614000.0,310614000.0,310614000.0,322642000.0,653800000.0,653800000.0,653800000.0,310600000.0,375800000.0,375800000.0,375800000.0,653800000.0,734400000.0,734400000.0,734400000.0,375800000.0,842600000.0,915000000.0,949000000.0,744300000.0,1784400000.0,1127800000.0,1314900000.0,2506900000.0,1263700000.0,2000000000.0,1484700000.0,961400000.0,2142000000.0,2113200000.0,1886100000.0,2958000000.0,2272900000.0,1922700000.0,2419900000.0,1874200000.0,2067200000.0,1346300000.0,1992900000.0,2118500000.0,2491400000.0,1782500000.0,1373700000.0,1135300000.0,2283000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,,745500000.0,745500000.0,745500000.0,735300000.0,2509200000.0,2509200000.0,2509200000.0,745500000.0,965000000.0,965000000.0,965000000.0,2509200000.0,2961700000.0,2961700000.0,2961700000.0,965000000.0,1880100000.0,1880100000.0,1880100000.0,2961700000.0,2124800000.0,2124800000.0,2124800000.0,1880100000.0,1142200000.0,1142200000.0,1142200000.0,2124800000.0,1547000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,,,,,,,,,,,,,,,,,,,,,,,,,,98200000.0,171500000.0,206100000.0,10200000.0,-722600000.0,-1378800000.0,-1190900000.0,1763700000.0,302600000.0,1039800000.0,525100000.0,-1544200000.0,-815800000.0,-841100000.0,-1069400000.0,1996700000.0,397700000.0,47500000.0,546200000.0,-1081600000.0,-52000000.0,-772700000.0,-124500000.0,244700000.0,1355200000.0,647100000.0,239700000.0,-982600000.0,746000000.0
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22000000.0,-22000000.0,-22000000.0,-22000000.0,2700000.0,-29000000.0,-5400000.0,-13700000.0,-7900000.0,-5800000.0,-14100000.0,23000000.0,38400000.0,34000000.0
CommonStockParOrStatedValuePerShare / USD/shares,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
CommonStockSharesAuthorized / shares,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0
CommonStockSharesIssued / shares,67852000.0,67852000.0,67852000.0,67852000.0,67852000.0,71612000.0,71612000.0,71612000.0,71612000.0,79519000.0,79519000.0,79519000.0,79519000.0,84800000.0,84800000.0,84800000.0,84800000.0,90500000.0,90500000.0,90500000.0,90500000.0,91500000.0,91500000.0,91500000.0,91500000.0,93600000.0,93600000.0,93600000.0,93600000.0,96800000.0,96800000.0,96800000.0,96800000.0,96300000.0,96300000.0,96300000.0,96300000.0,97300000.0,97300000.0,97300000.0,97300000.0,298800000.0,298800000.0,298800000.0,298800000.0,308300000.0,308300000.0,308300000.0,308300000.0,325100000.0,650200000.0,650200000.0,650200000.0,668000000.0
CommonStockSharesOutstanding / shares,67852000.0,67852000.0,67852000.0,67852000.0,19790000.0,71612000.0,71612000.0,71612000.0,71612000.0,79519000.0,79519000.0,79519000.0,79519000.0,84800000.0,84800000.0,84800000.0,84800000.0,90500000.0,90500000.0,90500000.0,90500000.0,91500000.0,91500000.0,91500000.0,91500000.0,93600000.0,93600000.0,93600000.0,93600000.0,96800000.0,96800000.0,96800000.0,96800000.0,96300000.0,96300000.0,96300000.0,96300000.0,97300000.0,97300000.0,97300000.0,97300000.0,298800000.0,298800000.0,298800000.0,298800000.0,308300000.0,308300000.0,308300000.0,308300000.0,325100000.0,650200000.0,650200000.0,650200000.0,668000000.0
CommonStocksIncludingAdditionalPaidInCapital / USD,,,,,,,,,,,,,,988700000.0,988700000.0,988700000.0,988700000.0,1515500000.0,1515500000.0,1515500000.0,1515500000.0,1599700000.0,1599700000.0,1599700000.0,1599700000.0,1967400000.0,1967400000.0,1967400000.0,1967400000.0,2490900000.0,2490900000.0,2490900000.0,2490900000.0,2259200000.0,2259200000.0,2259200000.0,2259200000.0,2311200000.0,2311200000.0,2311200000.0,2311200000.0,1932700000.0,1932700000.0,1932700000.0,1932700000.0,3019000000.0,3019000000.0,3019000000.0,3019000000.0,3821100000.0,3821100000.0,3821100000.0,3821100000.0,5292000000.0
ComprehensiveIncomeNetOfTax / USD,4116000.0,4540000.0,4540000.0,5336000.0,-12528000.0,-3542000.0,-6139000.0,-13387000.0,737000.0,-7840000.0,-47748000.0,-194317000.0,-29262000.0,-30000000.0,-72800000.0,-118800000.0,-226600000.0,-40200000.0,-97800000.0,-160600000.0,-131300000.0,-59800000.0,-123600000.0,-183600000.0,-191600000.0,-66800000.0,-92600000.0,-139000000.0,-207400000.0,-40900000.0,-34300000.0,-51900000.0,-135200000.0,-56500000.0,-131400000.0,-206400000.0,-69200000.0,-99500000.0,-235100000.0,-386500000.0,-252800000.0,-105000000.0,-217400000.0,-318700000.0,-519300000.0,-35500000.0,148700000.0,246900000.0,-312700000.0,144400000.0,1977800000.0,2207700000.0,452100000.0,349000000.0
ContractWithCustomerLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,1213600000.0,1213600000.0,1213600000.0,1213600000.0,1582100000.0,1582100000.0,1582100000.0,1582100000.0,2049100000.0,2049100000.0,2049100000.0,2049100000.0,2741900000.0,2741900000.0,2741900000.0,2741900000.0,3641200000.0,3641200000.0,3641200000.0,3641200000.0,4674600000.0,4674600000.0,4674600000.0,4674600000.0,5541100000.0,5541100000.0,5541100000.0,5541100000.0,6302000000.0
ContractWithCustomerLiabilityNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,1065700000.0,1065700000.0,1065700000.0,1065700000.0,1306600000.0,1306600000.0,1306600000.0,1306600000.0,1761100000.0,1761100000.0,1761100000.0,1761100000.0,2282100000.0,2282100000.0,2282100000.0,2282100000.0,3352800000.0,3352800000.0,3352800000.0,3352800000.0,4621800000.0,4621800000.0,4621800000.0,4621800000.0,5939400000.0,5939400000.0,5939400000.0,5939400000.0,6450000000.0
ContractWithCustomerLiabilityRevenueRecognized / USD,,,,,,,,,,,,,,,,,,,,,,,,,,370000000.0,695000000.0,955000000.0,1200000000.0,485000000.0,915000000.0,1265000000.0,1500000000.0,630000000.0,915000000.0,1300000000.0,1500000000.0,630000000.0,1200000000.0,1600000000.0,2000000000.0,840000000.0,1600000000.0,2200000000.0,2700000000.0,1100000000.0,2100000000.0,2900000000.0,3600000000.0,1400000000.0,2700000000.0,3700000000.0,4600000000.0,1600000000.0
ConvertibleDebtCurrent / USD,,,,,,,,,,,,0.0,0.0,487100000.0,487100000.0,487100000.0,487100000.0,0.0,,,,0.0,0.0,0.0,0.0,550400000.0,550400000.0,550400000.0,550400000.0,,,,,,0.0,,0.0,1557900000.0,1557900000.0,1557900000.0,1557900000.0,3676800000.0,3676800000.0,3676800000.0,3676800000.0,1991500000.0,1991500000.0,1991500000.0,1991500000.0,963900000.0,963900000.0,963900000.0,963900000.0,
CostOfGoodsAndServicesSold / USD,14840000.0,30353000.0,30353000.0,48986000.0,32273000.0,24190000.0,51808000.0,79498000.0,70553000.0,33807000.0,71311000.0,111021000.0,109756000.0,53400000.0,112800000.0,177200000.0,159600000.0,79200000.0,173400000.0,268300000.0,251500000.0,101200000.0,214400000.0,338100000.0,370000000.0,141300000.0,300700000.0,460600000.0,476400000.0,183500000.0,386100000.0,591000000.0,645100000.0,217700000.0,450800000.0,709100000.0,808400000.0,277800000.0,585400000.0,916000000.0,999500000.0,380600000.0,785900000.0,1226400000.0,1274900000.0,461900000.0,928100000.0,1402900000.0,1718700000.0,472800000.0,971900000.0,1485500000.0,1909700000.0,554000000.0
CurrentFederalTaxExpenseBenefit / USD,,,,,0.0,,,,525000.0,,,,5883000.0,,,,800000.0,,,,1800000.0,,,,1900000.0,,,,3400000.0,,,,-600000.0,,,,-1300000.0,,,,3800000.0,,,,3300000.0,,,,2600000.0,,,,26100000.0,
CurrentForeignTaxExpenseBenefit / USD,,,,,490000.0,,,,861000.0,,,,3296000.0,,,,4700000.0,,,,10700000.0,,,,19100000.0,,,,19700000.0,,,,23300000.0,,,,27500000.0,,,,39200000.0,,,,41300000.0,,,,58800000.0,,,,44000000.0,
CurrentStateAndLocalTaxExpenseBenefit / USD,,,,,24000.0,,,,647000.0,,,,1758000.0,,,,200000.0,,,,700000.0,,,,1100000.0,,,,900000.0,,,,1600000.0,,,,-900000.0,,,,1300000.0,,,,1700000.0,,,,1500000.0,,,,44000000.0,
DebtSecuritiesAvailableForSaleAmortizedCostExcludingAccruedInterestAfterAllowanceForCreditLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5656300000.0,5541300000.0,5848300000.0,6582600000.0,6298800000.0,8124000000.0
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571600000.0,474200000.0,481800000.0,481800000.0,481800000.0,481800000.0,481800000.0,915300000.0,915300000.0,915300000.0,,
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800000.0,7100000.0,7300000.0,7300000.0,7300000.0,7300000.0,7300000.0,6000000.0,6000000.0,6000000.0,,
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPositionLessThan12Months / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,3400000000.0,3400000000.0,3400000000.0,3400000000.0,949400000.0,949400000.0,949400000.0,,
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24800000.0,24800000.0,24800000.0,24800000.0,24800000.0,30700000.0,30700000.0,30700000.0,30700000.0,1500000.0,1500000.0,1500000.0,,
DebtSecuritiesAvailableForSaleExcludingAccruedInterest / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5684200000.0,5565600000.0,5866500000.0,6644800000.0,6354100000.0,8211000000.0
DeferredFederalIncomeTaxExpenseBenefit / USD,,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,-3000000.0,,,,-600000.0,,,,0.0,,,,-3300000.0,,,,-11300000.0,,,,-1300000.0,,,,-5900000.0,,,,-300000.0,,,,19300000.0,
DeferredForeignIncomeTaxExpenseBenefit / USD,,,,,-38000.0,,,,29000.0,,,,-347000.0,,,,-1100000.0,,,,-400000.0,,,,-1000000.0,,,,-1100000.0,,,,-2800000.0,,,,-3700000.0,,,,-7900000.0,,,,-6600000.0,,,,-2900000.0,,,,-7200000.0,
