fact_unit,2013-11-12,2014-02-07,2014-05-09,2014-08-14,2014-11-06,2015-02-06,2015-05-06,2015-08-13,2015-11-06,2016-02-05,2016-05-06,2016-08-12,2016-11-08,2017-02-10,2017-05-10,2017-08-14,2017-11-13,2018-02-09,2018-05-11,2018-08-15,2018-11-08,2019-02-08,2019-05-10,2019-08-13,2019-11-08,2020-02-07,2020-05-08,2020-08-11,2020-11-06,2021-02-05,2021-05-07,2021-08-10,2021-11-05,2022-02-04,2022-05-06,2022-08-12,2022-11-09,2023-02-10,2023-05-12,2023-08-15,2023-11-09,2024-02-08,2024-05-09,2024-08-13,2024-11-08,2025-02-06,2025-05-09,2025-05-13,2025-08-06,2025-11-07
IncomeLossFromEquityMethodInvestments / USD,26000000.0,54000000.0,81000000.0,90000000.0,13000000.0,30000000.0,53000000.0,100000000.0,25000000.0,41000000.0,48000000.0,90000000.0,8000000.0,23000000.0,25000000.0,58000000.0,-15000000.0,-253000000.0,-276000000.0,30000000.0,-10000000.0,-28000000.0,-1002000000.0,-295000000.0,-3000000.0,-9000000.0,-13000000.0,-1006000000.0,-2000000.0,-5000000.0,-12000000.0,-17000000.0,-1000000.0,-4000000.0,-9000000.0,-47000000.0,0.0,-6000000.0,-10000000.0,-65000000.0,-4000000.0,-33000000.0,-43000000.0,-13000000.0,-2000000.0,-3000000.0,-5000000.0,-13000000.0,-127000000.0,-3000000.0
IncomeTaxExaminationPenaltiesAndInterestAccrued / USD,,,,,,,,,,,,,,,,8000000.0,,,,6000000.0,,,,3000000.0,,,,3000000.0,,,,3000000.0,,,,3000000.0,,,,4000000.0,,,,5000000.0,,,,5000000.0,5000000.0,
IncomeTaxExpenseBenefit / USD,-28000000.0,-32000000.0,-27000000.0,-337000000.0,-476000000.0,-687000000.0,-686000000.0,-374000000.0,47000000.0,112000000.0,137000000.0,-614000000.0,-91000000.0,-42000000.0,-140000000.0,185000000.0,-1000000.0,-33000000.0,12000000.0,-54000000.0,54000000.0,289000000.0,292000000.0,28000000.0,50000000.0,105000000.0,112000000.0,355000000.0,-21000000.0,31000000.0,21000000.0,126000000.0,25000000.0,110000000.0,153000000.0,21000000.0,71000000.0,170000000.0,199000000.0,61000000.0,35000000.0,96000000.0,128000000.0,52000000.0,37000000.0,131000000.0,163000000.0,64000000.0,152000000.0,61000000.0
IncomeTaxesPaid / USD,31000000.0,55000000.0,82000000.0,118000000.0,19000000.0,48000000.0,69000000.0,107000000.0,19000000.0,50000000.0,81000000.0,116000000.0,19000000.0,57000000.0,78000000.0,134000000.0,34000000.0,69000000.0,89000000.0,103000000.0,48000000.0,89000000.0,116000000.0,132000000.0,29000000.0,75000000.0,107000000.0,160000000.0,27000000.0,69000000.0,93000000.0,144000000.0,23000000.0,98000000.0,131000000.0,99000000.0,45000000.0,92000000.0,132000000.0,176000000.0,40000000.0,81000000.0,114000000.0,180000000.0,25000000.0,74000000.0,110000000.0,175000000.0,149000000.0,48000000.0
IncreaseDecreaseInAccountsPayableAndOtherOperatingLiabilities / USD,-12000000.0,-129000000.0,173000000.0,-2000000.0,-22000000.0,65000000.0,281000000.0,44000000.0,-40000000.0,-30000000.0,102000000.0,104000000.0,74000000.0,-32000000.0,132000000.0,12000000.0,-21000000.0,52000000.0,89000000.0,58000000.0,-106000000.0,-183000000.0,-45000000.0,140000000.0,-152000000.0,-81000000.0,-110000000.0,54000000.0,1428000000.0,1287000000.0,1303000000.0,-147000000.0,-42000000.0,-36000000.0,220000000.0,1298000000.0,-240000000.0,-242000000.0,-30000000.0,363000000.0,-168000000.0,-126000000.0,37000000.0,45000000.0,-197000000.0,-295000000.0,-105000000.0,12000000.0,80000000.0,-94000000.0
IncreaseDecreaseInAccountsReceivableAndOtherOperatingAssets / USD,25000000.0,188000000.0,62000000.0,-96000000.0,74000000.0,244000000.0,140000000.0,0.0,-17000000.0,56000000.0,-51000000.0,102000000.0,94000000.0,97000000.0,12000000.0,-29000000.0,64000000.0,131000000.0,126000000.0,-22000000.0,73000000.0,73000000.0,86000000.0,58000000.0,21000000.0,140000000.0,-37000000.0,128000000.0,1551000000.0,1661000000.0,1593000000.0,-134000000.0,46000000.0,172000000.0,67000000.0,1470000000.0,-9000000.0,222000000.0,62000000.0,166000000.0,96000000.0,351000000.0,236000000.0,51000000.0,128000000.0,79000000.0,3000000.0,119000000.0,181000000.0,130000000.0
IncreaseDecreaseInContractWithCustomerLiability / USD,,,,,,,,,,,,,,,,,,,,,595000000.0,1337000000.0,2271000000.0,3008000000.0,595000000.0,1337000000.0,2271000000.0,3008000000.0,821000000.0,1575000000.0,2426000000.0,3091000000.0,707000000.0,1462000000.0,2285000000.0,3152000000.0,815000000.0,1674000000.0,2574000000.0,3558000000.0,897000000.0,1790000000.0,2699000000.0,3624000000.0,937000000.0,1396000000.0,2136000000.0,2913000000.0,2953000000.0,787000000.0
IncreaseDecreaseInIncomeTaxes / USD,-57000000.0,-82000000.0,-97000000.0,29000000.0,5000000.0,85000000.0,85000000.0,-153000000.0,31000000.0,66000000.0,61000000.0,109000000.0,-109000000.0,-98000000.0,-217000000.0,59000000.0,-35000000.0,-102000000.0,-76000000.0,-147000000.0,6000000.0,200000000.0,182000000.0,-95000000.0,31000000.0,40000000.0,22000000.0,202000000.0,-45000000.0,-35000000.0,-67000000.0,0.0,10000000.0,21000000.0,33000000.0,-51000000.0,27000000.0,79000000.0,69000000.0,-100000000.0,-4000000.0,17000000.0,27000000.0,-125000000.0,13000000.0,60000000.0,58000000.0,-113000000.0,12000000.0,15000000.0
IncreaseDecreaseInInventories / USD,21000000.0,-11000000.0,79000000.0,6000000.0,-32000000.0,-51000000.0,32000000.0,15000000.0,-41000000.0,-65000000.0,43000000.0,-24000000.0,-30000000.0,-72000000.0,37000000.0,-18000000.0,16000000.0,9000000.0,8000000.0,-35000000.0,16000000.0,8000000.0,14000000.0,-15000000.0,23000000.0,43000000.0,74000000.0,14000000.0,72000000.0,-3000000.0,47000000.0,58000000.0,-2000000.0,-27000000.0,21000000.0,-9000000.0,59000000.0,-6000000.0,82000000.0,-6000000.0,61000000.0,11000000.0,55000000.0,87000000.0,55000000.0,-23000000.0,-21000000.0,70000000.0,-5000000.0,24000000.0
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements / shares,0.0,800000.0,0.0,0.0,700000.0,800000.0,700000.0,600000.0,400000.0,1400000.0,1400000.0,700000.0,1700000.0,1600000.0,1700000.0,1600000.0,0.0,0.0,,1900000.0,1100000.0,0.0,2600000.0,3200000.0,1700000.0,1900000.0,2600000.0,0.0,0.0,0.0,0.0,3200000.0,1300000.0,1600000.0,2300000.0,0.0,2700000.0,2700000.0,2800000.0,3000000.0,1900000.0,1800000.0,2000000.0,3000000.0,1800000.0,1700000.0,2000000.0,3000000.0,2400000.0,2000000.0
IndefiniteLivedIntangibleAssetsExcludingGoodwill / USD,,,,924000000.0,,,,908000000.0,,,,1086000000.0,,,,1134000000.0,,,,1290000000.0,,,,1474000000.0,,,,1358000000.0,,,,947000000.0,,,,1057000000.0,,,,1028000000.0,,,,895000000.0,,,,895000000.0,883000000.0,
IntangibleAssetsNetExcludingGoodwill / USD,2186000000.0,2186000000.0,2186000000.0,2186000000.0,2137000000.0,2137000000.0,2137000000.0,2137000000.0,2203000000.0,2203000000.0,2203000000.0,2203000000.0,2207000000.0,2207000000.0,2207000000.0,2207000000.0,2281000000.0,2281000000.0,2281000000.0,2281000000.0,2671000000.0,2671000000.0,2671000000.0,2671000000.0,2426000000.0,2426000000.0,2426000000.0,2426000000.0,1864000000.0,1864000000.0,1864000000.0,1864000000.0,2179000000.0,2179000000.0,2179000000.0,2179000000.0,2671000000.0,2671000000.0,2671000000.0,2671000000.0,2489000000.0,2489000000.0,2489000000.0,2489000000.0,2322000000.0,1948000000.0,1948000000.0,2060000000.0,1948000000.0,1930000000.0
IntangibleAssetsNetIncludingGoodwill / USD,4911000000.0,4911000000.0,4911000000.0,4911000000.0,4919000000.0,4919000000.0,4919000000.0,4919000000.0,5266000000.0,5266000000.0,5266000000.0,5266000000.0,5921000000.0,5921000000.0,5921000000.0,5921000000.0,6119000000.0,6119000000.0,6119000000.0,6119000000.0,7889000000.0,7889000000.0,7889000000.0,7889000000.0,7573000000.0,7573000000.0,7573000000.0,7573000000.0,5815000000.0,5815000000.0,5815000000.0,5815000000.0,6832000000.0,6832000000.0,6832000000.0,6832000000.0,7840000000.0,7840000000.0,7840000000.0,7840000000.0,7629000000.0,7629000000.0,7629000000.0,7629000000.0,7508000000.0,6284000000.0,6284000000.0,6351000000.0,6284000000.0,6303000000.0
InterestIncomeExpenseNonoperatingNet / USD,,,,,,,,77000000.0,17000000.0,30000000.0,42000000.0,68000000.0,12000000.0,23000000.0,34000000.0,56000000.0,7000000.0,22000000.0,30000000.0,43000000.0,6000000.0,7000000.0,9000000.0,39000000.0,-16000000.0,-31000000.0,-45000000.0,-7000000.0,4000000.0,-4000000.0,-13000000.0,-59000000.0,-8000000.0,-20000000.0,-32000000.0,-25000000.0,-22000000.0,-43000000.0,-68000000.0,-53000000.0,-27000000.0,-53000000.0,-78000000.0,-99000000.0,-23000000.0,-15000000.0,-18000000.0,-44000000.0,-49000000.0,0.0
InterestPaidNet / USD,,,,,,,,,,,,,,,,,,,,12000000.0,3000000.0,6000000.0,8000000.0,,,,,29000000.0,16000000.0,33000000.0,43000000.0,82000000.0,16000000.0,28000000.0,41000000.0,61000000.0,14000000.0,49000000.0,63000000.0,55000000.0,28000000.0,54000000.0,69000000.0,96000000.0,19000000.0,21000000.0,24000000.0,46000000.0,61000000.0,15000000.0
InventoryNet / USD,301000000.0,301000000.0,301000000.0,301000000.0,310000000.0,310000000.0,310000000.0,310000000.0,299000000.0,299000000.0,299000000.0,299000000.0,218000000.0,218000000.0,218000000.0,218000000.0,208000000.0,208000000.0,208000000.0,208000000.0,376000000.0,376000000.0,376000000.0,376000000.0,348000000.0,348000000.0,348000000.0,348000000.0,348000000.0,348000000.0,348000000.0,348000000.0,253000000.0,253000000.0,253000000.0,253000000.0,311000000.0,311000000.0,311000000.0,311000000.0,311000000.0,311000000.0,311000000.0,311000000.0,296000000.0,266000000.0,266000000.0,290000000.0,266000000.0,327000000.0
InventoryNoncurrent / USD,,,,,,,,,,,,,,,,,,,,31000000.0,143000000.0,143000000.0,143000000.0,143000000.0,155000000.0,155000000.0,155000000.0,155000000.0,133000000.0,133000000.0,133000000.0,133000000.0,279000000.0,279000000.0,279000000.0,279000000.0,268000000.0,268000000.0,268000000.0,268000000.0,267000000.0,267000000.0,267000000.0,267000000.0,226000000.0,,,41000000.0,,
InvestmentIncomeDividend / USD,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,20000000.0,,,,19000000.0,,
Land / USD,,,,185000000.0,,,,177000000.0,,,,161000000.0,,,,153000000.0,,,,153000000.0,,,,150000000.0,,,,146000000.0,,,,123000000.0,,,,131000000.0,,,,120000000.0,,,,121000000.0,,,,121000000.0,121000000.0,
LeaseCost / USD,,,,,,,,,,,,,,,,,,,,,,,,,62000000.0,129000000.0,192000000.0,260000000.0,,,,260000000.0,,,,260000000.0,,,,246000000.0,,,,227000000.0,,,,158000000.0,157000000.0,
LesseeOperatingLeaseLiabilityPaymentsDue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1596000000.0,,,,1562000000.0,,,,1332000000.0,,,,1789000000.0,,,,1639000000.0,,,,1475000000.0,1423000000.0,
LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,824000000.0,,,,780000000.0,,,,614000000.0,,,,1084000000.0,,,,999000000.0,,,,961000000.0,921000000.0,
LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,174000000.0,,,,185000000.0,,,,172000000.0,,,,169000000.0,,,,169000000.0,,,,136000000.0,120000000.0,
LesseeOperatingLeaseLiabilityPaymentsDueYearFive / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,131000000.0,,,,127000000.0,,,,120000000.0,,,,100000000.0,,,,91000000.0,,,,70000000.0,89000000.0,
LesseeOperatingLeaseLiabilityPaymentsDueYearFour / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,143000000.0,,,,143000000.0,,,,126000000.0,,,,137000000.0,,,,103000000.0,,,,80000000.0,76000000.0,
LesseeOperatingLeaseLiabilityPaymentsDueYearThree / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,156000000.0,,,,156000000.0,,,,143000000.0,,,,141000000.0,,,,139000000.0,,,,116000000.0,89000000.0,
LesseeOperatingLeaseLiabilityPaymentsDueYearTwo / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,168000000.0,,,,171000000.0,,,,157000000.0,,,,158000000.0,,,,138000000.0,,,,112000000.0,128000000.0,
LesseeOperatingLeaseLiabilityUndiscountedExcessAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,357000000.0,344000000.0,317000000.0,319000000.0,,,,303000000.0,,,,246000000.0,,,,549000000.0,,,,495000000.0,,,,474000000.0,445000000.0,
LiabilitiesAndStockholdersEquity / USD,15643000000.0,15643000000.0,15643000000.0,15643000000.0,16489000000.0,16489000000.0,16489000000.0,16489000000.0,15035000000.0,15035000000.0,15035000000.0,15035000000.0,15483000000.0,15483000000.0,15483000000.0,15483000000.0,14552000000.0,14552000000.0,14552000000.0,14552000000.0,16346000000.0,16346000000.0,16346000000.0,16346000000.0,15711000000.0,15711000000.0,15711000000.0,15711000000.0,14261000000.0,14261000000.0,14261000000.0,14261000000.0,16771000000.0,16771000000.0,16771000000.0,16771000000.0,17221000000.0,17221000000.0,17221000000.0,17221000000.0,16921000000.0,16921000000.0,16921000000.0,16921000000.0,16684000000.0,16684000000.0,16684000000.0,16921000000.0,16684000000.0,15504000000.0
LiabilitiesCurrent / USD,2171000000.0,2171000000.0,2171000000.0,2171000000.0,2264000000.0,2264000000.0,2264000000.0,2264000000.0,2110000000.0,2110000000.0,2110000000.0,2110000000.0,2442000000.0,2442000000.0,2442000000.0,2442000000.0,2452000000.0,2452000000.0,2452000000.0,2452000000.0,3295000000.0,3295000000.0,3295000000.0,3295000000.0,3340000000.0,3340000000.0,3340000000.0,3340000000.0,2682000000.0,2682000000.0,2682000000.0,2682000000.0,3234000000.0,3234000000.0,3234000000.0,3234000000.0,3519000000.0,3519000000.0,3519000000.0,3519000000.0,3165000000.0,3165000000.0,3165000000.0,3165000000.0,3055000000.0,3055000000.0,3055000000.0,3165000000.0,3055000000.0,2608000000.0
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551000000.0,551000000.0,595000000.0,551000000.0,
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995000000.0,995000000.0,1035000000.0,995000000.0,
LongTermAccountsNotesAndLoansReceivableNetNoncurrent / USD,,108000000.0,108000000.0,108000000.0,83000000.0,83000000.0,83000000.0,83000000.0,39000000.0,39000000.0,39000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000000.0,
LongTermDebt / USD,,,,,,,,,,,0.0,0.0,372000000.0,372000000.0,372000000.0,372000000.0,,,,379000000.0,1952000000.0,1952000000.0,1952000000.0,1952000000.0,1453000000.0,1453000000.0,1453000000.0,1453000000.0,1259000000.0,1259000000.0,1259000000.0,1259000000.0,2313000000.0,2313000000.0,2313000000.0,2313000000.0,3069000000.0,3069000000.0,3069000000.0,3069000000.0,2967000000.0,2967000000.0,2967000000.0,2967000000.0,2909000000.0,2102000000.0,2102000000.0,2189000000.0,2102000000.0,1962000000.0
LongTermDebtCurrent / USD,,,,,,,,,,,0.0,0.0,3000000.0,3000000.0,3000000.0,3000000.0,103000000.0,103000000.0,103000000.0,103000000.0,462000000.0,462000000.0,462000000.0,462000000.0,449000000.0,449000000.0,449000000.0,449000000.0,76000000.0,76000000.0,76000000.0,76000000.0,28000000.0,28000000.0,28000000.0,28000000.0,293000000.0,293000000.0,293000000.0,293000000.0,27000000.0,27000000.0,27000000.0,27000000.0,54000000.0,9000000.0,9000000.0,0.0,9000000.0,25000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive / USD,,,,,,,,,,,0.0,0.0,,,,0.0,,,,146000000.0,,,,149000000.0,,,,11000000.0,,,,1060000000.0,,,,1590000000.0,,,,1500000000.0,,,,500000000.0,,,,500000000.0,500000000.0,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths / USD,,,,,,,,,,,,0.0,,,,92000000.0,,,,462000000.0,,,,449000000.0,,,,48000000.0,,,,0.0,,,,271000000.0,,,,333000000.0,,,,33000000.0,,,,9000000.0,25000000.0,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive / USD,,,,,,,,,,,0.0,0.0,,,,0.0,,,,279000000.0,,,,0.0,,,,321000000.0,,,,0.0,,,,450000000.0,,,,100000000.0,,,,1000000000.0,,,,1000000000.0,0.0,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour / USD,,,,,,,,,,,180000000.0,180000000.0,,,,0.0,,,,108000000.0,,,,276000000.0,,,,0.0,,,,340000000.0,,,,33000000.0,,,,450000000.0,,,,276000000.0,,,,0.0,1000000000.0,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree / USD,,,,,,,,,,,90000000.0,90000000.0,,,,185000000.0,,,,406000000.0,,,,193000000.0,,,,644000000.0,,,,232000000.0,,,,602000000.0,,,,25000000.0,,,,910000000.0,,,,450000000.0,0.0,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo / USD,,,,,,,,,,,90000000.0,90000000.0,,,,92000000.0,,,,551000000.0,,,,386000000.0,,,,117000000.0,,,,592000000.0,,,,81000000.0,,,,537000000.0,,,,183000000.0,,,,160000000.0,450000000.0,
LongTermDebtNoncurrent / USD,,,,,,,,,,,0.0,0.0,369000000.0,369000000.0,369000000.0,369000000.0,276000000.0,276000000.0,276000000.0,276000000.0,1490000000.0,1490000000.0,1490000000.0,1490000000.0,1004000000.0,1004000000.0,1004000000.0,1004000000.0,1183000000.0,1183000000.0,1183000000.0,1183000000.0,2285000000.0,2285000000.0,2285000000.0,2285000000.0,2776000000.0,2776000000.0,2776000000.0,2776000000.0,2940000000.0,2940000000.0,2940000000.0,2940000000.0,2855000000.0,2093000000.0,2093000000.0,2189000000.0,2093000000.0,1937000000.0
LongTermInvestments / USD,2499000000.0,2499000000.0,2499000000.0,2499000000.0,2609000000.0,2609000000.0,2609000000.0,2609000000.0,2379000000.0,2379000000.0,2379000000.0,2379000000.0,2270000000.0,2270000000.0,2270000000.0,2270000000.0,2027000000.0,2027000000.0,2027000000.0,2027000000.0,393000000.0,393000000.0,393000000.0,393000000.0,335000000.0,335000000.0,335000000.0,335000000.0,297000000.0,297000000.0,297000000.0,297000000.0,351000000.0,351000000.0,351000000.0,351000000.0,488000000.0,488000000.0,488000000.0,488000000.0,427000000.0,427000000.0,427000000.0,427000000.0,430000000.0,429000000.0,429000000.0,427000000.0,429000000.0,1016000000.0
MachineryAndEquipmentGross / USD,,,,3019000000.0,,,,3282000000.0,,,,2972000000.0,,,,2872000000.0,,,,2985000000.0,,,,3131000000.0,,,,1792000000.0,,,,1680000000.0,,,,1809000000.0,,,,1278000000.0,,,,1302000000.0,,,,1155000000.0,782000000.0,
MinorityInterest / USD,118000000.0,118000000.0,118000000.0,118000000.0,156000000.0,156000000.0,156000000.0,156000000.0,171000000.0,171000000.0,171000000.0,171000000.0,218000000.0,218000000.0,218000000.0,218000000.0,284000000.0,284000000.0,218000000.0,284000000.0,284000000.0,1186000000.0,1186000000.0,1186000000.0,1167000000.0,1167000000.0,1167000000.0,1167000000.0,807000000.0,807000000.0,807000000.0,807000000.0,935000000.0,935000000.0,935000000.0,935000000.0,921000000.0,921000000.0,921000000.0,921000000.0,881000000.0,881000000.0,881000000.0,881000000.0,891000000.0,891000000.0,891000000.0,881000000.0,891000000.0,615000000.0
NetCashProvidedByUsedInDiscontinuedOperations / USD,,,,,,,,,-57000000.0,-85000000.0,-174000000.0,-196000000.0,-35000000.0,-40000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000.0,18000000.0,32000000.0,187000000.0,-19000000.0
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations / USD,,,1663000000.0,-1006000000.0,205000000.0,204000000.0,191000000.0,2486000000.0,-26000000.0,-156000000.0,-160000000.0,189000000.0,-37000000.0,-99000000.0,204000000.0,-190000000.0,-59000000.0,-121000000.0,-152000000.0,150000000.0,,,,-217000000.0,,,,,,,,,,,,,,,,,,,,,,-175000000.0,-322000000.0,578000000.0,-525000000.0,-109000000.0
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations / USD,,,-1692000000.0,-659000000.0,27000000.0,-75000000.0,-186000000.0,-1674000000.0,-509000000.0,-1465000000.0,-1513000000.0,-285000000.0,-86000000.0,-250000000.0,-703000000.0,-1671000000.0,-11000000.0,-118000000.0,-49000000.0,-1124000000.0,,,,-420000000.0,,,,,,,,,,,,,,,,,,,,,,-196000000.0,-296000000.0,-1887000000.0,-423000000.0,-116000000.0
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations / USD,,,420000000.0,851000000.0,59000000.0,407000000.0,803000000.0,501000000.0,220000000.0,544000000.0,826000000.0,1029000000.0,141000000.0,346000000.0,589000000.0,988000000.0,-268000000.0,4000000.0,224000000.0,952000000.0,,,,499000000.0,,,,,,,,,,,,,,,,,,,,,,251000000.0,721000000.0,953000000.0,777000000.0,26000000.0
NetIncomeLoss / USD,-92000000.0,1307000000.0,1630000000.0,-2075000000.0,27000000.0,178000000.0,226000000.0,506000000.0,65000000.0,208000000.0,231000000.0,239000000.0,175000000.0,238000000.0,89000000.0,-147000000.0,-15000000.0,-304000000.0,-309000000.0,179000000.0,68000000.0,-15000000.0,-1143000000.0,-738000000.0,101000000.0,196000000.0,206000000.0,-1514000000.0,-227000000.0,-142000000.0,-872000000.0,155000000.0,34000000.0,265000000.0,344000000.0,-1269000000.0,196000000.0,431000000.0,513000000.0,330000000.0,40000000.0,107000000.0,157000000.0,623000000.0,30000000.0,186000000.0,216000000.0,623000000.0,149000000.0,119000000.0
NetIncomeLossAttributableToNoncontrollingInterest / USD,9000000.0,21000000.0,30000000.0,35000000.0,11000000.0,26000000.0,39000000.0,41000000.0,23000000.0,43000000.0,54000000.0,55000000.0,14000000.0,33000000.0,52000000.0,69000000.0,15000000.0,85000000.0,90000000.0,71000000.0,19000000.0,36000000.0,54000000.0,95000000.0,27000000.0,51000000.0,64000000.0,70000000.0,16000000.0,34000000.0,-272000000.0,73000000.0,13000000.0,43000000.0,60000000.0,-276000000.0,71000000.0,98000000.0,120000000.0,59000000.0,26000000.0,53000000.0,62000000.0,137000000.0,28000000.0,55000000.0,67000000.0,137000000.0,38000000.0,25000000.0
NoncurrentAssets / USD,,,,3451000000.0,,,,3545000000.0,,,,3157000000.0,,,,2801000000.0,,,,2066000000.0,,,,3391000000.0,,,,3484000000.0,,,,4356000000.0,,,,4754000000.0,,,,4378000000.0,,,,4419000000.0,,,,3212000000.0,3034000000.0,
NumberOfReportableSegments / segment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0
OperatingCostsAndExpenses / USD,1334000000.0,2686000000.0,4040000000.0,5122000000.0,1295000000.0,2569000000.0,3828000000.0,5420000000.0,1282000000.0,2533000000.0,3737000000.0,5074000000.0,1199000000.0,2392000000.0,3476000000.0,4952000000.0,1157000000.0,2283000000.0,3384000000.0,4728000000.0,1149000000.0,2288000000.0,3439000000.0,4529000000.0,1340000000.0,2824000000.0,4224000000.0,4904000000.0,1338000000.0,2689000000.0,3972000000.0,5639000000.0,1164000000.0,2362000000.0,3548000000.0,5000000000.0,1244000000.0,2523000000.0,3769000000.0,4831000000.0,1273000000.0,2567000000.0,3853000000.0,5124000000.0,1273000000.0,1948000000.0,2886000000.0,3892000000.0,3911000000.0,952000000.0
OperatingLeaseExpense / USD,,,,,,,,,,,,,,,,,,,,,,,,,43000000.0,0.0,0.0,0.0,43000000.0,86000000.0,128000000.0,0.0,32000000.0,64000000.0,96000000.0,160000000.0,32000000.0,64000000.0,95000000.0,128000000.0,30000000.0,57000000.0,82000000.0,125000000.0,24000000.0,36000000.0,54000000.0,97000000.0,83000000.0,18000000.0
OperatingLeaseLiability / USD,,,,,,,,,,,,,,,,,,,,,,,,,1511000000.0,1526000000.0,1405000000.0,1277000000.0,,,,1259000000.0,,,,1086000000.0,,,,1240000000.0,,,,1144000000.0,,,,1001000000.0,978000000.0,
OperatingLeaseLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143000000.0,139000000.0,139000000.0,139000000.0,139000000.0,112000000.0,112000000.0,112000000.0,112000000.0,117000000.0,89000000.0,89000000.0,81000000.0,89000000.0,74000000.0
OperatingLeaseLiabilityNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,1329000000.0,0.0,0.0,0.0,1146000000.0,1146000000.0,1146000000.0,1146000000.0,1116000000.0,1116000000.0,1116000000.0,1116000000.0,947000000.0,947000000.0,947000000.0,947000000.0,1128000000.0,1128000000.0,1128000000.0,1128000000.0,1027000000.0,912000000.0,912000000.0,996000000.0,912000000.0,904000000.0
OperatingLeasePayments / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,224000000.0,,,,224000000.0,,,,184000000.0,,,,184000000.0,,,,182000000.0,,,,138000000.0,132000000.0,
OperatingLeaseRightOfUseAsset / USD,,,,,,,,,,,,,,,,,,,,,,,,,1290000000.0,0.0,0.0,0.0,1061000000.0,1061000000.0,1061000000.0,1061000000.0,1035000000.0,1035000000.0,1035000000.0,1035000000.0,891000000.0,891000000.0,891000000.0,891000000.0,1036000000.0,1036000000.0,1036000000.0,1036000000.0,958000000.0,805000000.0,805000000.0,865000000.0,805000000.0,789000000.0
OperatingLeaseWeightedAverageDiscountRatePercent / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0349,,,,0.0349,,,,0.0354,,,,0.0356,,,,0.0511,,,,0.0519,0.0528,
OtherAssetsCurrent / USD,651000000.0,651000000.0,680000000.0,680000000.0,671000000.0,671000000.0,671000000.0,671000000.0,717000000.0,717000000.0,780000000.0,780000000.0,513000000.0,513000000.0,513000000.0,513000000.0,523000000.0,523000000.0,523000000.0,315000000.0,372000000.0,372000000.0,372000000.0,372000000.0,515000000.0,515000000.0,515000000.0,515000000.0,393000000.0,393000000.0,393000000.0,393000000.0,469000000.0,469000000.0,469000000.0,469000000.0,458000000.0,458000000.0,458000000.0,458000000.0,484000000.0,484000000.0,484000000.0,484000000.0,613000000.0,474000000.0,474000000.0,352000000.0,474000000.0,519000000.0
OtherAssetsMiscellaneousNoncurrent / USD,103000000.0,103000000.0,103000000.0,103000000.0,186000000.0,186000000.0,186000000.0,186000000.0,124000000.0,124000000.0,124000000.0,163000000.0,85000000.0,85000000.0,85000000.0,85000000.0,144000000.0,144000000.0,144000000.0,113000000.0,376000000.0,241000000.0,241000000.0,241000000.0,315000000.0,315000000.0,315000000.0,315000000.0,353000000.0,353000000.0,353000000.0,353000000.0,514000000.0,514000000.0,514000000.0,514000000.0,438000000.0,438000000.0,438000000.0,438000000.0,407000000.0,407000000.0,407000000.0,407000000.0,422000000.0,135000000.0,135000000.0,358000000.0,135000000.0,138000000.0
